t,joy_throttle,joy_steering
0.0,-0.0,1.0
0.0502166748046875,-0.0,1.0
0.14964795112609863,-0.0,1.0
0.20029520988464355,-0.0,1.0
0.29915618896484375,-0.0,1.0
0.40008020401000977,-0.0,1.0
0.4506685733795166,-0.0,1.0
0.5009849071502686,-0.0,1.0
0.6015417575836182,-0.0,1.0
0.6524472236633301,-0.0,1.0
0.7032992839813232,-0.0,1.0
0.8028140068054199,-0.0,1.0
0.9037191867828369,-0.0,1.0
0.9541118144989014,-0.0,1.0
1.0538568496704102,-0.0,1.0
1.1046221256256104,-0.0,1.0
1.1553599834442139,-0.0,1.0
1.2541368007659912,-0.0,1.0
1.354259967803955,-0.0,1.0
1.4051897525787354,-0.0,1.0
1.5052344799041748,-0.0,1.0
1.6048095226287842,-0.0,1.0
1.7045774459838867,-0.0,1.0
1.7555146217346191,-0.0,1.0
1.8062777519226074,-0.0,1.0
1.9060759544372559,-0.0,1.0
2.005751848220825,-0.0,1.0
2.1065361499786377,-0.0,1.0
2.1571505069732666,-0.0,1.0
2.2555253505706787,-0.0,1.0
2.305631399154663,-0.0,1.0
2.355947732925415,-0.0,1.0
2.4077160358428955,-0.0,1.0
2.4574313163757324,-0.0,1.0
2.508434295654297,-0.0,1.0
2.5590410232543945,-0.0,1.0
2.6095356941223145,-0.0,1.0
2.66031551361084,-0.0,1.0
2.759540319442749,-0.0,1.0
2.8105571269989014,-0.0,1.0
2.86068058013916,-0.0,1.0
2.911285161972046,-0.0,1.0
3.0109994411468506,-0.0,1.0
3.110823154449463,-0.0,1.0
3.161513090133667,-0.0,1.0
3.2122066020965576,-0.0,1.0
3.310729742050171,-0.0,1.0
3.361506938934326,-0.0,1.0
3.413407802581787,-0.0,1.0
3.46401309967041,-0.0,1.0
3.564321517944336,-0.0,1.0
3.66454815864563,-0.0,1.0
3.715590238571167,-0.0,1.0
3.8160479068756104,-0.0,1.0
3.916475296020508,-0.0,1.0
3.967163562774658,-0.0,1.0
4.067193031311035,-0.0,1.0
4.167165517807007,-0.0,1.0
4.217356204986572,-0.0,1.0
4.315904855728149,-0.0,1.0
4.416943073272705,-0.0,1.0
4.467405796051025,-0.0,1.0
4.518079042434692,-0.0,1.0
4.61836838722229,-0.0,1.0
4.717622756958008,-0.0,1.0
4.768182277679443,-0.0,1.0
4.867779493331909,-0.0,1.0
4.9180686473846436,-0.0,1.0
4.9681782722473145,-0.0,1.0
5.067801475524902,-0.0,1.0
5.118182420730591,-0.0,1.0
5.168444633483887,-0.0,1.0
5.2187395095825195,-0.0,1.0
5.317705869674683,-0.0,1.0
5.419512987136841,-0.0,1.0
5.482515573501587,-0.0,1.0
5.494779586791992,0.009304932318627834,1.0
5.498173236846924,0.017560992389917374,1.0
5.502669334411621,0.0340731106698513,1.0
5.510608196258545,0.042329173535108566,1.0
5.51836371421814,0.06709735095500946,1.0
5.522898197174072,0.07535341382026672,1.0
5.530690908432007,0.09186553210020065,1.0
5.542889595031738,0.10012158751487732,1.0
5.546277761459351,0.11663371324539185,1.0
5.55520486831665,0.12488976866006851,1.0
5.57078218460083,0.14140188694000244,1.0
5.603275537490845,0.1496579498052597,1.0
5.7033772468566895,0.1496579498052597,1.0
5.754559278488159,0.1496579498052597,1.0
5.80492377281189,0.1496579498052597,1.0
5.866752624511719,0.16617007553577423,1.0
5.878910541534424,0.1744261234998703,1.0
5.89109992980957,0.19093824923038483,1.0
5.910976409912109,0.1991943120956421,1.0
5.943575143814087,0.20745036005973816,1.0
5.99094295501709,0.22396248579025269,1.0
5.9944069385528564,0.23221854865550995,1.0
6.018982648849487,0.24873065948486328,1.0
6.086995601654053,0.25698673725128174,1.0
6.139116287231445,0.2734988331794739,1.0
6.1894848346710205,0.2734988331794739,1.0
6.210914373397827,0.28175491094589233,1.0
6.238966226577759,0.29826703667640686,1.0
6.246768474578857,0.30652308464050293,1.0
6.347479343414307,0.30652308464050293,1.0
6.358688116073608,0.32303521037101746,1.0
6.386879205703735,0.3312912583351135,1.0
6.422420978546143,0.339547336101532,1.0
6.4728782176971436,0.339547336101532,1.0
6.486198902130127,0.3560594320297241,1.0
6.536555767059326,0.3560594320297241,1.0
6.546837329864502,0.3643155097961426,1.0
6.596964359283447,0.3643155097961426,1.0
6.647156238555908,0.3643155097961426,1.0
6.739204168319702,0.3808276355266571,1.0
6.759248733520508,0.3890836834907532,1.0
6.80941915512085,0.3890836834907532,1.0
6.822612762451172,0.4055958092212677,1.0
6.86677622795105,0.41385185718536377,1.0
6.8828229904174805,0.4303639829158783,1.0
6.932922840118408,0.4303639829158783,1.0
