t,x,y,yaw,vx,vy,v,omega
0.2515299320220947,0.4305587693972748,0.3987624741841474,0.0097395729848262,0.0024878519285553343,-0.0023345070759630453,0.002464997188983579,-0.004320117805844068
0.3515470027923584,0.4305587693972748,0.3987624741841474,0.0097395729848262,0.0018120401353154021,-0.0016609929053205586,0.0017957770857140465,-0.002824678408264763
0.4514203071594238,0.4305587693972748,0.3987624741841474,0.0097395729848262,0.001205288803419991,-0.001064478743181254,0.0011948642329559118,-0.0015212273504774236
0.5515625476837158,0.4305587693972748,0.3987624741841474,0.0097395729848262,0.0006675979328691011,-0.0005449645895451307,0.0006622586307091751,-0.0004097646324820502
0.6516759395599365,0.4310911213911361,0.3981615690414437,0.008833457782391,0.00019896752366273227,-0.00010245044441218885,0.00019805478109148698,0.0005097097457213585
0.7515425682067871,0.4311815253874283,0.3981678795814826,0.0076083948601171,-0.00020060242419911537,0.0002630636922175714,-0.00019859514488990452,0.0012371957841328008
0.8515360355377197,0.4310156881028556,0.3984251075098454,0.0077464758525276,-0.0005311119107164422,0.0005515778203441496,-0.0005268232338113133,0.0017726934827522766
0.9515843391418456,0.4312124806811696,0.398188210948536,0.0080938784599359,-0.000792560935889247,0.0007630919399675463,-0.0007863586693738608,0.0021162028415797882
1.0517051219940186,0.4304216895983934,0.3985334626660051,0.0099461784865051,-0.0009849494997175314,0.000897606051087762,-0.0009759731785353708,0.0022677238606153326
1.1515123844146729,0.4304216895983934,0.3985334626660051,0.0099461784865051,-0.0011082776022012938,0.0009551201537047961,-0.0010987231447642976,0.0022272565398589114
1.2515873908996582,0.4305197491897565,0.3985314399595855,0.0105445377990462,-0.0011625452433411624,0.0009356342478181734,-0.001152614965952361,0.0019948008793105156
1.3516004085540771,0.4305197491897565,0.3985314399595855,0.0105445377990462,-0.001165211368282652,0.0007103027364505198,-0.0011576569152843442,0.0007018174955854663
1.4516990184783936,0.4299761981509157,0.4006364080916382,0.0154712062185203,-0.0010176673793675633,0.0003921438656656392,-0.0010114788916823867,-0.0005467818711291719
1.5516016483306885,0.4299761981509157,0.4006364080916382,0.0154712062185203,-0.0007231120248565575,-1.5344150104909873e-05,-0.0007232628682188334,-0.0017799364707221483
1.6515562534332275,0.4299293437201248,0.3983915862919124,0.0066996232656768,-0.0002883996960450202,-0.000516922573365464,-0.00029185638425762453,-0.003093753131254838
1.7516300678253174,0.4299293437201248,0.3983915862919124,0.0066996232656768,-9.344875010985909e-05,-0.0007261852989697646,-9.831178442515716e-05,-0.0036129546953686505
1.8515160083770752,0.4304719719026785,0.3983110193708606,0.0095278465156894,0.0001101510631140272,-0.0008821809296045997,0.00010174090607768772,-0.0035276164493901825
1.9515421390533447,0.430498692701482,0.3985067792230245,0.0099340671699791,0.0002838337187613567,-0.000983698323716949,0.00027404774921782637,-0.0029830972597438554
2.051400184631348,0.429955495456585,0.398607748233101,0.0073960930433233,0.0003655885158282933,-0.0009851339909348195,0.00035829244039794626,-0.0018880541054593358
2.151703357696533,0.429955495456585,0.398607748233101,0.0073960930433233,0.0007164363000821301,-0.0009477308890868674,0.0007094072629233213,-0.0005353952592706473
2.2514779567718506,0.4303888772922228,0.3985637584758195,0.0098136543493426,0.0009415994357969883,-0.0007563583046496635,0.0009341315746466684,0.0006170510291696814
2.351642847061157,0.4303888772922228,0.3985637584758195,0.0098136543493426,0.001102469133087777,-0.0004608179439530274,0.0010978938098876643,0.0011135161826309834
2.45165491104126,0.4303888772922228,0.3985637584758195,0.0098136543493426,0.0008692328185300989,9.35882435483832e-05,0.0008701093898419431,0.001437155186567881
2.551587581634521,0.4303888772922228,0.3985637584758195,0.0098136543493426,0.0007145174314683381,4.842117212387233e-05,0.0007149582059584092,-0.00023511363675464409
2.651265859603882,0.4304000243862887,0.3985940152146051,0.0101060025443981,0.0005464985711387278,-0.00044179665185342144,0.000542005941986058,-0.002958705663438353
2.751469850540161,0.4308929734829344,0.3982796963896152,0.0087038881538495,0.0004123823605964739,-0.00039222993639736504,0.00040895285773991726,-0.002892708180044989
2.8516860008239746,0.4308929734829344,0.3982796963896152,0.0087038881538495,0.00024910142696754796,-0.0002459023022689053,0.00024695171224366696,-0.001482122823083323
2.951714277267456,0.4311487468592199,0.3979863745732272,0.0086412078777186,-7.59817842868396e-05,-0.00012661300421024785,-7.707302318000983e-05,-0.0010447547319630136
3.0517327785491943,0.43099138416025,0.3981906459857217,0.0083380895423572,-0.00011570129975255194,-6.817556780853475e-05,-0.00011626572518464463,-0.0009207114193484873
3.1515915393829346,0.4305933370738853,0.3981838418275534,0.0061475073576694,-0.00033481611891867345,5.7664061451696835e-05,-0.00033445530426963173,-0.0005710979851496042
3.2516722679138184,0.4305933370738853,0.3981838418275534,0.0061475073576694,-0.0003696704749515025,0.0001153843060077344,-0.0003689541683061781,0.00022168547338095325
3.351702690124512,0.430063480903063,0.3985609202602706,0.0076128542933102,-0.0003936002094981506,0.00012235632310061105,-0.00039265733203258624,0.000417558533591765
3.451575517654419,0.4305125328858355,0.398747902664921,0.0093789664532019,-0.0003079668995869967,7.337175739353767e-05,-0.000307265213367942,0.0005398846387120667
3.5515928268432617,0.430539921973722,0.3983206418017339,0.009983930145404,-0.00013652940356253043,-9.576452628834789e-05,-0.0001374786895283404,0.000616846312643032
3.651641607284546,0.430539921973722,0.3983206418017339,0.009983930145404,0.00011025008731812419,-0.0001825144563737391,0.00010842241125174419,0.00028245452286317855
3.751663208007813,0.430539921973722,0.3983206418017339,0.009983930145404,0.0004798043614897534,-0.00041226093522195653,0.0004756645325123891,-0.0005091963198759935
3.851660966873169,0.43089831051931,0.3980237354050161,0.0076531373187588,0.0006736471377218438,-0.0005809511445326321,0.0006691813544066372,-0.0007947358319747623
3.9517340660095215,0.4311258490440887,0.3982051257092078,0.0074792565047048,0.0009189416665624228,-0.0006820754864293958,0.0009138145942585167,-0.000597985606701093
4.051802158355713,0.4300202837736288,0.3983166804025173,0.006350367674192,0.000889615149100461,-0.0005686652714610441,0.0008859860020446795,-0.0009957317276996476
4.1515748500823975,0.4310087699536215,0.3979653812564735,0.0077390790685429,0.0007032892894153937,-0.00040908359388521637,0.000700102329670759,-0.0017571406831978693
