t,joy_throttle,joy_steering
0.6530435085296631,-0.0,-0.0
0.7039155960083008,-0.0,-0.0
0.7547290325164795,-0.0,-0.0
1.047668695449829,-0.0,-0.0
1.0480005741119385,-0.0,-0.0
1.04953932762146,-0.0,-0.0
1.055647373199463,-0.0,-0.0
1.1547369956970215,-0.0,-0.0
1.2547967433929443,-0.0,-0.0
1.306788444519043,-0.0,-0.0
1.3577916622161865,-0.0,-0.0
1.4086766242980957,-0.0,-0.0
1.508054494857788,-0.0,-0.0
1.558917760848999,-0.0,-0.0
1.6097636222839355,-0.0,-0.0
1.7099595069885254,-0.0,-0.0
1.7606582641601562,-0.0,-0.0
1.8608267307281494,-0.0,-0.0
1.9115822315216064,-0.0,-0.0
2.01182222366333,-0.0,-0.0
2.0628604888916016,-0.0,-0.0
2.1629014015197754,-0.0,-0.0
2.2138586044311523,-0.0,-0.0
2.265895128250122,-0.0,-0.0
2.316845655441284,-0.0,-0.0
2.3678221702575684,-0.0,-0.0
2.418219566345215,-0.0,-0.0
2.4689018726348877,-0.0,-0.0
2.5199954509735107,-0.0,-0.0
2.570289373397827,-0.0,-0.0
2.620305061340332,-0.0,-0.0
2.7203052043914795,-0.0,-0.0
2.8208260536193848,-0.0,-0.0
2.8713769912719727,-0.0,-0.0
2.921863079071045,-0.0,-0.0
2.9724411964416504,-0.0,-0.0
3.072641611099243,-0.0,-0.0
3.1716220378875732,-0.0,-0.0
3.27225661277771,-0.0,-0.0
3.3727924823760986,-0.0,-0.0
3.4235429763793945,-0.0,-0.0
3.5228946208953857,-0.0,-0.0
3.573756217956543,-0.0,-0.0
3.6246142387390137,-0.0,-0.0
3.724050283432007,-0.0,-0.0
3.7749407291412354,-0.0,-0.0
3.8254806995391846,-0.0,-0.0
3.925391912460327,-0.0,-0.0
4.02563214302063,-0.0,-0.0
4.123999834060669,-0.0,-0.0
4.174543380737305,-0.0,-0.0
4.2750444412231445,-0.0,-0.0
4.325610637664795,-0.0,-0.0
4.425800085067749,-0.0,-0.0
4.4764463901519775,-0.0,-0.0
4.576672792434692,-0.0,-0.0
4.6758434772491455,-0.0,-0.0
4.726693630218506,-0.0,-0.0
4.777360200881958,-0.0,-0.0
4.827886581420898,-0.0,-0.0
4.878738880157471,-0.0,-0.0
4.92973780632019,-0.0,-0.0
4.9805381298065186,-0.0,-0.0
5.080900192260742,-0.0,-0.0
5.180829763412476,-0.0,-0.0
5.231616735458374,-0.0,-0.0
5.28229832649231,-0.0,-0.0
5.382699728012085,-0.0,-0.0
5.432854413986206,-0.0,-0.0
5.48347282409668,-0.0,-0.0
5.58390736579895,-0.0,-0.0
5.634846925735474,-0.0,-0.0
5.68544864654541,-0.0,-0.0
5.785492897033691,-0.0,-0.0
5.884956359863281,-0.0,-0.0
5.9358971118927,-0.0,-0.0
5.9863057136535645,-0.0,-0.0
6.086457014083862,-0.0,-0.0
6.186618328094482,-0.0,-0.0
6.287782907485962,-0.0,-0.0
6.338470697402954,-0.0,-0.0
6.438714504241943,-0.0,-0.0
6.489741802215576,-0.0,-0.0
6.5404276847839355,-0.0,-0.0
6.640740156173706,-0.0,-0.0
6.69136643409729,-0.0,-0.0
6.7908713817596436,-0.0,-0.0
6.84149432182312,-0.0,-0.0
6.941168308258057,-0.0,-0.0
6.991827487945557,-0.0,-0.0
7.0421929359436035,-0.0,-0.0
7.09249210357666,-0.0,-0.0
7.191788196563721,-0.0,-0.0
7.242533922195435,-0.0,-0.0
7.29341197013855,-0.0,-0.0
7.39302659034729,-0.0,-0.0
7.493475437164307,-0.0,-0.0
7.593308210372925,-0.0,-0.0
7.693616151809692,-0.0,-0.0
7.7930521965026855,-0.0,-0.0
7.893584966659546,-0.0,-0.0
7.993222713470459,-0.0,-0.0
8.09331202507019,-0.0,-0.0
8.192757606506348,-0.0,-0.0
8.243513345718384,-0.0,-0.0
8.294510841369629,-0.0,-0.0
8.394052028656006,-0.0,-0.0
8.44433069229126,-0.0,-0.0
8.5448637008667,-0.0,-0.0
8.595780372619629,-0.0,-0.0
8.645762920379639,-0.0,-0.0
8.69594669342041,-0.0,-0.0
8.796430587768555,-0.0,-0.0
8.896353483200073,-0.0,-0.0
8.996151447296143,-0.0,-0.0
9.046738386154175,-0.0,-0.0
9.097601890563965,-0.0,-0.0
9.196594715118408,-0.0,-0.0
9.246751070022583,-0.0,-0.0
9.298668622970581,-0.0,-0.0
9.321025371551514,0.017560992389917374,-0.0
9.325547218322754,0.06709735095500946,-0.0
9.32898759841919,0.10012158751487732,-0.0
9.333581924438477,0.1744261234998703,-0.0
9.336944103240967,0.23221854865550995,-0.0
9.344743490219116,0.30652308464050293,-0.0
9.349226474761963,0.3643155097961426,-0.0
9.352607488632202,0.43862003087997437,-0.0
9.35706377029419,0.5459488034248352,-0.0
9.36156678199768,0.6450215578079224,-0.0
9.364949703216553,0.7275821566581726,-0.0
9.377408981323242,0.9422397017478943,-0.0
9.392685890197754,1.0,-0.0
9.443307876586914,1.0,-0.0
9.542856693267822,1.0,-0.0
9.59371280670166,1.0,-0.0
9.644618034362793,1.0,-0.0
9.694867134094238,1.0,-0.0
9.745657444000244,1.0,-0.0
9.796283960342407,1.0,-0.0
9.84664797782898,1.0,-0.0
9.897844791412354,1.0,-0.0
9.94881272315979,1.0,-0.0
9.999067306518555,1.0,-0.0
