t,x,y,z,yaw
1.1104176044464111,-0.3964312105457444,-0.8000599670967661,0.14535192617579099,1.2561548735194135
1.2104365825653076,-0.3964963327260815,-0.800187655344856,0.1453265290875758,1.2567673194922067
1.3105883598327637,-0.396179512542863,-0.799950649789471,0.1453265352479456,1.255080712559814
1.4105432033538818,-0.39654510798859854,-0.800078288950568,0.1453938311701786,1.2561219572384437
1.5104694366455078,-0.39644672022524285,-0.8000376197001878,0.14533499624769902,1.2562144021655453
1.610579490661621,-0.39621364734123604,-0.7999926990473504,0.14532655814333245,1.255456181872662
1.710662841796875,-0.3963354237301444,-0.8000048329569563,0.14520902926195625,1.2555705983340952
1.8106355667114258,-0.39647402830753337,-0.800054050366202,0.14525949450099482,1.2559366478727783
1.910463571548462,-0.3962402233019543,-0.7999575274616509,0.14523571631970408,1.2552281502089717
2.010503053665161,-0.3962034965326894,-0.7999764756103871,0.14535371911355646,1.2551142435857985
2.1104347705841064,-0.39646140902474303,-0.8001118687412047,0.14530280832393713,1.2561161843047772
2.210583209991455,-0.39646140902474303,-0.8001118687412047,0.14530280832393713,1.2561161843047772
2.3105602264404297,-0.39646140902474303,-0.8001118687412047,0.14530280832393713,1.2561161843047772
2.4103786945343018,-0.39646140902474303,-0.8001118687412047,0.14530280832393713,1.2561161843047772
2.5105748176574707,-0.39646140902474303,-0.8001118687412047,0.14530280832393713,1.2561161843047772
2.610520362854004,-0.39634710635892706,-0.8000566240544718,0.14543551736752164,1.2558407086805883
2.7106189727783203,-0.3962174554253524,-0.79989957121462,0.1453142581879635,1.2549536359493139
2.8105506896972656,-0.3963751289503417,-0.8000263622920245,0.14547329342232646,1.2558322708299527
2.91041898727417,-0.3964544337478126,-0.8000380448705849,0.14540159374051215,1.2558988164199454
3.0105724334716797,-0.39650456026787656,-0.8001275442721637,0.14531222871467958,1.2567313470696324
3.1107332706451416,-0.396185744504062,-0.7998682518979026,0.14531037888839166,1.2549737853442007
3.210658550262451,-0.39643383025953705,-0.8000118984130746,0.1453729082511856,1.2556121681385173
3.310478925704956,-0.39641910766765714,-0.8000128269658263,0.1453846178384149,1.2555302126459424
3.410552978515625,-0.39627210075646785,-0.7999727812216743,0.14527116198806372,1.2554563722570984
3.5107264518737793,-0.3962905073354585,-0.7999709400814421,0.14520295295085764,1.2555325449405355
3.610407829284668,-0.39650864251569135,-0.8000886939177874,0.14530502323824404,1.2564431012003643
3.710491418838501,-0.3962191606353881,-0.7998988559594968,0.1454255125432994,1.2549699547283615
3.8105850219726562,-0.3961965191703192,-0.7999148502406879,0.14534461662005793,1.2550026230589362
3.911052942276001,-0.39636596089475823,-0.8000124214412209,0.14540840753447407,1.2556457063644018
4.0103981494903564,-0.39645820931394005,-0.8000351376153381,0.14537536603462664,1.255889781566798
4.110578775405884,-0.3964414865071754,-0.799985274889934,0.1452813984198004,1.2557612963955505
