t,cmd_linear_x,cmd_angular_z
0.0,-0.0,-0.0
0.10051321983337402,-0.0,-0.0
0.1997382640838623,-0.0,-0.0
0.2506229877471924,-0.0,-0.0
0.30243778228759766,-0.0,-0.0
0.3535487651824951,-0.0,-0.0
0.40430760383605957,-0.0,-0.0
0.5033659934997559,-0.0,-0.0
0.5541582107543945,-0.0,-0.0
0.6537370681762695,-0.0,-0.0
0.7044446468353271,-0.0,-0.0
1.046006441116333,-0.0,-0.0
1.0476911067962646,-0.0,-0.0
1.0494754314422607,-0.0,-0.0
1.0496740341186523,-0.0,-0.0
1.0561327934265137,-0.0,-0.0
1.1553785800933838,-0.0,-0.0
1.255392074584961,-0.0,-0.0
1.3073546886444092,-0.0,-0.0
1.358651876449585,-0.0,-0.0
1.4092848300933838,-0.0,-0.0
1.5088744163513184,-0.0,-0.0
1.559598684310913,-0.0,-0.0
1.610536813735962,-0.0,-0.0
1.7106170654296875,-0.0,-0.0
1.7612016201019287,-0.0,-0.0
1.861450433731079,-0.0,-0.0
1.91213059425354,-0.0,-0.0
2.01237416267395,-0.0,-0.0
2.0634665489196777,-0.0,-0.0
2.1635663509368896,-0.0,-0.0
2.2145814895629883,-0.0,-0.0
2.2664737701416016,-0.0,-0.0
2.317504644393921,-0.0,-0.0
2.36818790435791,-0.0,-0.0
2.4187960624694824,-0.0,-0.0
2.4695820808410645,-0.0,-0.0
2.5204522609710693,-0.0,-0.0
2.5708415508270264,-0.0,-0.0
2.620770215988159,-0.0,-0.0
2.7209317684173584,-0.0,-0.0
2.821380138397217,-0.0,-0.0
2.871986150741577,-0.0,-0.0
2.9223830699920654,-0.0,-0.0
2.9729907512664795,-0.0,-0.0
3.073493003845215,-0.0,-0.0
3.1723361015319824,-0.0,-0.0
3.2728071212768555,-0.0,-0.0
3.3734967708587646,-0.0,-0.0
3.4246068000793457,-0.0,-0.0
3.523641347885132,-0.0,-0.0
3.574535608291626,-0.0,-0.0
3.6253821849823,-0.0,-0.0
3.7249643802642822,-0.0,-0.0
3.7756693363189697,-0.0,-0.0
3.826146364212036,-0.0,-0.0
3.9259235858917236,-0.0,-0.0
4.02612042427063,-0.0,-0.0
4.12460732460022,-0.0,-0.0
4.175137758255005,-0.0,-0.0
4.27559232711792,-0.0,-0.0
4.326366662979126,-0.0,-0.0
4.4264349937438965,-0.0,-0.0
4.477086782455444,-0.0,-0.0
4.577462196350098,-0.0,-0.0
4.676387548446655,-0.0,-0.0
4.727208375930786,-0.0,-0.0
4.777961015701294,-0.0,-0.0
4.8285558223724365,-0.0,-0.0
4.879446506500244,-0.0,-0.0
4.9304986000061035,-0.0,-0.0
4.981198310852051,-0.0,-0.0
5.081558704376221,-0.0,-0.0
5.181448698043823,-0.0,-0.0
5.232132196426392,-0.0,-0.0
5.282928705215454,-0.0,-0.0
5.383434295654297,-0.0,-0.0
5.433379411697388,-0.0,-0.0
5.484152555465698,-0.0,-0.0
5.584561109542847,-0.0,-0.0
5.635786771774292,-0.0,-0.0
5.686082124710083,-0.0,-0.0
5.7860658168792725,-0.0,-0.0
5.885650873184204,-0.0,-0.0
5.93640398979187,-0.0,-0.0
5.986788272857666,-0.0,-0.0
6.087103843688965,-0.0,-0.0
6.187267303466797,-0.0,-0.0
6.288389682769775,-0.0,-0.0
6.339104652404785,-0.0,-0.0
6.439499616622925,-0.0,-0.0
6.490391731262207,-0.0,-0.0
6.540899753570557,-0.0,-0.0
6.641322374343872,-0.0,-0.0
6.691997528076172,-0.0,-0.0
6.79154372215271,-0.0,-0.0
6.841900825500488,-0.0,-0.0
6.941623687744141,-0.0,-0.0
6.992444753646851,-0.0,-0.0
7.042900323867798,-0.0,-0.0
7.09302020072937,-0.0,-0.0
7.192314863204956,-0.0,-0.0
7.2430243492126465,-0.0,-0.0
7.294338703155518,-0.0,-0.0
7.3937554359436035,-0.0,-0.0
7.4940714836120605,-0.0,-0.0
7.593837261199951,-0.0,-0.0
7.694223642349243,-0.0,-0.0
7.793705940246582,-0.0,-0.0
7.894145727157593,-0.0,-0.0
7.9938905239105225,-0.0,-0.0
8.093964338302612,-0.0,-0.0
8.193440198898315,-0.0,-0.0
8.244311332702637,-0.0,-0.0
8.295164823532104,-0.0,-0.0
8.394623279571533,-0.0,-0.0
8.444975852966309,-0.0,-0.0
8.545603513717651,-0.0,-0.0
8.596437931060791,-0.0,-0.0
8.646454572677612,-0.0,-0.0
8.696643590927124,-0.0,-0.0
8.797061920166016,-0.0,-0.0
8.896984338760376,-0.0,-0.0
8.996773958206177,-0.0,-0.0
9.047415733337402,-0.0,-0.0
9.098093271255493,-0.0,-0.0
9.197282552719116,-0.0,-0.0
9.247344732284546,-0.0,-0.0
9.29936146736145,-0.0,-0.0
9.321718454360962,0.003512198477983475,-0.0
9.32624864578247,0.013419470191001892,-0.0
9.329567193984985,0.020024317502975467,-0.0
9.334296941757202,0.034885224699974064,-0.0
9.337388515472412,0.04644370973110199,-0.0
9.34526801109314,0.06130461692810059,-0.0
9.34971284866333,0.07286310195922852,-0.0
9.353210210800171,0.08772400617599488,-0.0
9.357569456100464,0.10918976068496705,-0.0
9.36206865310669,0.12900431156158448,-0.0
9.365462064743042,0.14551643133163453,-0.0
9.378045320510864,0.18844794034957887,-0.0
9.393317937850952,0.2,-0.0
9.443938732147217,0.2,-0.0
9.543499231338501,0.2,-0.0
9.594416618347168,0.2,-0.0
9.645304679870605,0.2,-0.0
9.695467948913574,0.2,-0.0
9.74636697769165,0.2,-0.0
9.79688572883606,0.2,-0.0
9.847326278686523,0.2,-0.0
9.89843487739563,0.2,-0.0
9.949495553970337,0.2,-0.0
9.999752759933472,0.2,-0.0
10.099602222442627,0.2,-0.0
10.199448585510254,0.2,-0.0
10.249425888061523,0.2,-0.0
10.301467180252075,0.2,-0.0
10.351798295974731,0.2,-0.0
10.451850891113281,0.2,-0.0
10.55224871635437,0.2,-0.0
10.651906490325928,0.2,-0.0
10.702061414718628,0.2,-0.0
10.80242657661438,0.2,-0.0
10.852913856506348,0.2,-0.0
10.937440872192383,0.18349430561065674,-0.0
10.941959619522095,0.1669821858406067,-0.0
10.945369243621826,0.15047006607055666,-0.0
10.94973373413086,0.13065551519393923,-0.0
10.953137636184692,0.10918976068496705,-0.0
10.965451717376709,-0.03983243703842163,-0.0
10.970150709152222,-0.0,-0.0
11.07029128074646,-0.0,-0.0
11.169463396072388,-0.0,-0.0
11.201669454574585,-0.008459409326314926,-0.0
11.20600938796997,-0.015064257383346559,-0.0
11.209387063980103,-0.020017893612384798,-0.0
11.217226028442383,-0.03157637715339661,-0.0
11.225033283233643,-0.04973970949649811,-0.0
11.229540348052979,-0.06294940114021301,-0.0
11.233794212341309,-0.07285667657852173,-0.0
11.23734712600708,-0.08606637120246888,-0.0
11.24174976348877,-0.09597364068031311,-0.0
11.245282888412476,-0.12899788618087768,-0.0
11.254051208496094,-0.15046364068984985,-0.0
11.25739312171936,-0.2,-0.0
11.308546543121338,-0.2,-0.0
11.359410762786865,-0.2,-0.0
11.398012161254883,-0.2,-0.0
11.40137267112732,-0.2,-0.0
11.45156216621399,-0.2,-0.0
11.552132606506348,-0.2,-0.0
11.645244836807251,0.08111916184425355,-0.0
11.649732112884521,0.09432885646820069,-0.0
11.652985095977783,0.02993158996105194,-0.0
11.661284923553467,-0.020017893612384798,-0.0
11.665656089782715,-0.0,-0.0
11.716169118881226,-0.0,-0.0
11.81631326675415,-0.0,-0.0
11.867223978042603,-0.0,-0.0
11.91844630241394,-0.0,-0.0
11.968639373779297,-0.0,-0.0
12.019032001495361,-0.0,-0.0
12.068620443344116,-0.0,-0.0
12.16825556755066,-0.0,-0.0
12.2693772315979,-0.0,-0.0
12.319517850875854,-0.0,-0.0
12.369860649108887,-0.0,-0.0
12.470169305801392,-0.0,-0.0
12.570462703704834,-0.0,-0.0
12.620636224746704,-0.0,-0.0
12.721312046051025,-0.0,-0.0
12.772411823272705,-0.0,-0.0
12.823530435562134,-0.0,-0.0
12.87420129776001,-0.0,-0.0
12.924866914749146,-0.0,-0.0
12.975496292114258,-0.0,-0.0
13.026400089263916,-0.0,-0.0
13.077188491821289,-0.0,-0.0
13.175709009170532,-0.0,-0.0
13.276754379272461,-0.0,-0.0
13.326781988143921,-0.0,-0.0
13.427218198776245,-0.0,-0.0
13.477484226226807,-0.0,-0.0
13.528278827667236,-0.0,-0.0
13.627551317214966,-0.0,-0.0
13.677970886230469,-0.0,-0.0
13.7777259349823,-0.0,-0.0
